episode_i,targets_Qvalue,time-step,episode_reward,train/loss,policy_loss,value_loss,entropy
53,,3,,,,,4.45
53,,4,,,,,4.87
53,,5,,,,,2.68
53,,6,,,,,3.22
53,,7,,,,,2.17
53,,8,,,,,2.43
53,,9,,,,,4.56
53,,10,,,,,2.52
53,,11,,,,,4.68
53,,12,,,,,4.88
53,,13,,,,,2.32
53,,14,,,,,2.95
53,,15,,,,,0.31
53,,16,,,,,4.81
53,,17,,,,,3.87
53,,18,,,,,0.47
53,,19,,,,,2.47
53,,20,,,,,3.43
53,,21,,,,,1.31
53,,22,,,,,0.71
53,,23,,,,,1.18
53,,24,,,,,4.33
53,,25,,,,,2.09
53,,26,,,,,2.57
53,,27,,,,,3.77
53,,28,,,,,3.98
53,,29,,,,,2.17
53,,30,,,,,3.06
53,,31,,,,,1.78
53,,32,,,,,1.68
53,,33,,,,,2.11
53,,34,-1.03,,5.56,8.8,2.32
54,,0,,,,,2.68
54,,1,,,,,0.67
54,,2,,,,,1.88
54,,3,,,,,1.7
54,,4,,,,,3.8
54,,5,,,,,0.86
54,,6,,,,,3.52
54,,7,,,,,1.3
54,,8,,,,,1.5
54,,9,,,,,0.5
54,,10,,,,,1.1
54,,11,,,,,4.34
54,,12,,,,,1.3
54,,13,,,,,2.52
54,,14,,,,,1.51
54,,15,,,,,2.54
54,,16,,,,,2.56
54,,17,,,,,1.9
54,,18,,,,,0.23
54,,19,,,,,3.37
54,,20,,,,,3.17
54,,21,,,,,0.19
54,,22,,,,,2.28
54,,23,,,,,3.58
54,,24,,,,,0.61
54,,25,,,,,4.69
54,,26,,,,,0.85
54,,27,,,,,3.1
54,,28,,,,,4.7
54,,29,,,,,1.57
54,,30,,,,,2.69
54,,31,,,,,1.91
54,,32,,,,,0.89
54,,33,,,,,1.46
54,,34,,,,,4.76
54,,35,,,,,4.3
54,,36,,,,,4.07
54,,37,,,,,2.72
54,,38,,,,,2.43
54,,39,,,,,2.82
54,,40,,,,,1.48
54,,41,-11.47,,9.05,4.12,0.64
55,,0,,,,,1.42
55,,1,,,,,4.18
55,,2,,,,,3.6
55,,3,,,,,0.69
55,,4,,,,,2.24
55,,5,,,,,2.08
55,,6,,,,,4.99
55,,7,,,,,3.67
55,,8,,,,,2.92
55,,9,,,,,4.91
55,,10,,,,,2.74
55,,11,,,,,4.35
55,,12,,,,,1.3
55,,13,,,,,3.68
55,,14,,,,,1.05
55,,15,,,,,0.13
55,,16,,,,,3.96
55,,17,,,,,2.57
55,,18,,,,,0.02
55,,19,,,,,1.91
55,,20,,,,,4.12
55,,21,,,,,4.79
55,,22,,,,,3.48
55,,23,,,,,1.69
55,,24,,,,,3.66
55,,25,,,,,2.78
55,,26,,,,,4.23
55,,27,,,,,0.43
55,,28,,,,,1.33
55,,29,,,,,2.92
55,,30,,,,,3.26
55,,31,,,,,0.74
55,,32,,,,,2.27
55,,33,,,,,4.59
55,,34,,,,,1.97
55,,35,,,,,3.71
55,,36,,,,,2.36
55,,37,,,,,3.09
55,,38,,,,,1.19
55,,39,,,,,3.4
55,,40,0.95,,3.15,8.52,1.98
56,,0,,,,,2.18
56,,1,,,,,2.87
56,,2,,,,,1.97
56,,3,,,,,2.71
56,,4,,,,,1.53
56,,5,,,,,0.88
56,,6,,,,,0.73
56,,7,,,,,1.38
56,,8,,,,,3.08
56,,9,,,,,1.55
56,,10,,,,,0.08
56,,11,,,,,3.67
56,,12,,,,,1.14
56,,13,,,,,4.42
56,,14,,,,,0.86
56,,15,,,,,1.24
56,,16,,,,,2.2
56,,17,,,,,4.04
56,,18,,,,,3.45
56,,19,,,,,2.29
56,,20,,,,,2.95
56,,21,,,,,3.11
56,,22,,,,,1.46
56,,23,,,,,2.15
56,,24,,,,,4.67
56,,25,,,,,0.11
56,,26,,,,,0.32
56,,27,,,,,2.73
56,,28,,,,,4.52
56,,29,,,,,0.44
56,,30,,,,,3.9
56,,31,,,,,2.06
56,,32,,,,,2.69
56,,33,,,,,0.31
56,,34,,,,,1.7
56,,35,,,,,3.05
56,,36,,,,,2.87
56,,37,,,,,3.61
56,,38,,,,,1.59
56,,39,,,,,1.91
56,,40,,,,,2.62
56,,41,,,,,1.42
56,,42,-0.35,,2.9,7.46,0.75
57,,0,,,,,4.64
57,,1,,,,,4.36
57,,2,,,,,0.66
57,,3,,,,,1.8
57,,4,,,,,4.36
57,,5,,,,,2.66
57,,6,,,,,4.14
57,,7,,,,,0.4
57,,8,,,,,0.12
57,,9,,,,,2.33
57,,10,,,,,4.2
57,,11,,,,,3.99
57,,12,,,,,0.23
57,,13,,,,,1.02
57,,14,,,,,1.74
57,,15,,,,,3.58
57,,16,,,,,1.01
57,,17,,,,,4.04
57,,18,,,,,1.68
57,,19,,,,,0.64
57,,20,,,,,3.4
57,,21,,,,,2.98
57,,22,,,,,0.84
57,,23,,,,,1.41
57,,24,,,,,2.75
57,,25,,,,,1.17
57,,26,,,,,1
57,,27,,,,,3.34
57,,28,,,,,1.15
57,,29,,,,,4.47
57,,30,,,,,2.42
57,,31,,,,,0.93
57,,32,,,,,0.42
57,,33,,,,,1.61
57,,34,,,,,2.61
57,,35,,,,,1.76
57,,36,,,,,4.76
57,,37,,,,,0.43
57,,38,,,,,0.96
57,,39,,,,,1.56
57,,40,4.4,,3.01,9.33,4.23
58,,0,,,,,4.66
58,,1,,,,,0.5
58,,2,,,,,3.14
58,,3,,,,,3.43
58,,4,,,,,2.1
58,,5,,,,,1.62
58,,6,,,,,0.8
58,,7,,,,,0.69
58,,8,,,,,4.04
58,,9,,,,,2.64
58,,10,,,,,0.9
58,,11,,,,,0.27
58,,12,,,,,2.19
58,,13,,,,,1.79
58,,14,,,,,3.29
58,,15,,,,,2.53
58,,16,,,,,0.43
58,,17,,,,,3.92
58,,18,,,,,2.93
58,,19,,,,,2.94
58,,20,,,,,3.41
58,,21,,,,,2.94
58,,22,,,,,2.09
58,,23,,,,,1.48
58,,24,,,,,4.88
58,,25,,,,,3.15
58,,26,,,,,4.77
58,,27,,,,,3.37
58,,28,,,,,2.55
58,,29,,,,,2.9
58,,30,,,,,4
58,,31,,,,,4.95
58,,32,,,,,2.35
58,,33,,,,,0.5
58,,34,,,,,2.68
58,,35,,,,,0.32
58,,36,,,,,3.26
58,,37,,,,,1.84
58,,38,,,,,2.92
58,,39,4.05,,5.2,4.2,3.04
59,,0,,,,,2.73
59,,1,,,,,2.92
59,,2,,,,,1.56
59,,3,,,,,0.38
59,,4,,,,,3.09
59,,5,,,,,4.14
59,,6,,,,,4.17
59,,7,,,,,1.13
59,,8,,,,,1.27
59,,9,,,,,4.9
59,,10,,,,,0.76
59,,11,,,,,4.43
59,,12,,,,,3.7
59,,13,,,,,2.31
59,,14,,,,,1.14
59,,15,,,,,1.66
59,,16,,,,,1.74
59,,17,,,,,0.73
59,,18,,,,,2.36
59,,19,,,,,3.42
59,,20,,,,,2.36
59,,21,,,,,2.65
59,,22,,,,,1.87
59,,23,,,,,2.27
59,,24,,,,,2.51
59,,25,,,,,4.49
59,,26,,,,,3.53
59,,27,,,,,4.85
59,,28,,,,,4.53
59,,29,,,,,0.53
59,,30,,,,,4.49
59,,31,,,,,2.65
59,,32,,,,,4.5
59,,33,,,,,0.38
59,,34,,,,,1.72
59,,35,,,,,4.3
59,,36,,,,,0.43
59,,37,,,,,1.69
59,,38,,,,,3.69
59,,39,,,,,0.28
59,,40,4.28,,2.22,5.87,1.15
60,,0,,,,,3.58
60,,1,,,,,3.11
60,,2,,,,,1.4
60,,3,,,,,0.76
60,,4,,,,,2.62
60,,5,,,,,0.3
60,,6,,,,,3.74
60,,7,,,,,2.78
60,,8,,,,,1.2
60,,9,,,,,3.85
60,,10,,,,,2.87
60,,11,,,,,2.02
60,,12,,,,,4.63
60,,13,,,,,2.05
60,,14,,,,,2.96
60,,15,,,,,4.48
60,,16,,,,,3.44
60,,17,,,,,4.6
60,,18,,,,,3.15
60,,19,,,,,3.69
60,,20,,,,,0.14
60,,21,,,,,1.36
60,,22,,,,,3.11
60,,23,,,,,2.77
60,,24,,,,,3.09
60,,25,,,,,1.09
60,,26,,,,,0.46
60,,27,,,,,3.6
60,,28,,,,,3.79
60,,29,,,,,4.82
60,,30,,,,,1.75
60,,31,,,,,1.81
60,,32,,,,,2.35
60,,33,,,,,1.55
60,,34,,,,,3.15
60,,35,,,,,0.15
60,,36,,,,,1.1
60,,37,,,,,3.46
60,,38,-14.18,,9.46,8.65,0.05
61,,0,,,,,1.92
61,,1,,,,,2.45
61,,2,,,,,1.81
61,,3,,,,,2.45
61,,4,,,,,4.81
61,,5,,,,,3.35
61,,6,,,,,0.7
61,,7,,,,,0.67
61,,8,,,,,2.18
61,,9,,,,,2.35
61,,10,,,,,4.7
61,,11,,,,,1.79
61,,12,,,,,1.08
61,,13,,,,,4.94
61,,14,,,,,1.82
61,,15,,,,,1.28
61,,16,,,,,4.34
61,,17,,,,,2.91
61,,18,,,,,4.21
61,,19,,,,,4.08
61,,20,,,,,1.2
61,,21,,,,,2.71
61,,22,,,,,1.16
61,,23,,,,,2.66
61,,24,,,,,0.25
61,,25,,,,,4.77
61,,26,,,,,1.36
61,,27,,,,,2.86
61,,28,,,,,0.8
61,,29,,,,,1.42
61,,30,,,,,4.95
61,,31,,,,,0.13
61,,32,,,,,4.33
61,,33,,,,,3.21
61,,34,,,,,1.08
61,,35,,,,,2.96
61,,36,-14.35,,6.43,3.31,3.65
62,,0,,,,,1.74
62,,1,,,,,4.09
62,,2,,,,,0.76
62,,3,,,,,3.22
62,,4,,,,,4.39
62,,5,,,,,0.73
62,,6,,,,,2.64
62,,7,,,,,0.35
62,,8,,,,,3.12
62,,9,,,,,4.04
62,,10,,,,,1.67
62,,11,,,,,2.19
62,,12,,,,,4.77
62,,13,,,,,3.79
62,,14,,,,,4.8
62,,15,,,,,2.04
62,,16,,,,,3.69
62,,17,,,,,0.51
62,,18,,,,,3.72
62,,19,,,,,2.03
62,,20,,,,,2.72
62,,21,,,,,3.13
62,,22,,,,,4.14
62,,23,,,,,4.53
62,,24,,,,,0.87
62,,25,,,,,1.18
62,,26,,,,,4.31
62,,27,,,,,3.08
62,,28,,,,,2.06
62,,29,,,,,1.75
62,,30,,,,,1.79
62,,31,,,,,4.17
62,,32,,,,,1
62,,33,,,,,1.4
62,,34,,,,,2.89
62,,35,,,,,4.81
62,,36,,,,,4.07
62,,37,,,,,0.16
62,,38,,,,,0.84
62,,39,,,,,3.99
62,,40,,,,,1.72
62,,41,0.34,,2.08,5.51,1.4
63,,0,,,,,0.87
63,,1,,,,,2.93
63,,2,,,,,0.61
63,,3,,,,,0.96
63,,4,,,,,4.88
63,,5,,,,,3.84
63,,6,,,,,0.24
63,,7,,,,,4.83
63,,8,,,,,4.3
63,,9,,,,,4.05
63,,10,,,,,3.94
63,,11,,,,,4.37
63,,12,,,,,4.76
63,,13,,,,,1.98
63,,14,,,,,1.48
63,,15,,,,,1.6
63,,16,,,,,1.29
63,,17,,,,,2.78
63,,18,,,,,4.17
63,,19,,,,,2.42
63,,20,,,,,2.52
63,,21,,,,,1.45
63,,22,,,,,3.54
63,,23,,,,,4.02
63,,24,,,,,1.4
63,,25,,,,,0.34
63,,26,,,,,1.3
63,,27,,,,,4.5
63,,28,,,,,4.41
63,,29,,,,,0.92
63,,30,,,,,3.69
63,,31,,,,,1.83
63,,32,,,,,0.85
63,,33,,,,,1.72
63,,34,,,,,2.09
63,,35,,,,,1.56
63,,36,,,,,2.99
63,,37,,,,,3.21
63,,38,,,,,1.3
63,,39,,,,,1.34
63,,40,,,,,0.28
63,,41,-5.36,,8.47,5.11,0.43
64,,0,,,,,4.85
64,,1,,,,,1.13
64,,2,,,,,4.63
64,,3,,,,,3.02
64,,4,,,,,2.39
64,,5,,,,,0.15
64,,6,,,,,0.42
64,,7,,,,,3.2
64,,8,,,,,4.01
64,,9,,,,,0.09
64,,10,,,,,2.64
64,,11,,,,,1.52
64,,12,,,,,2.95
64,,13,,,,,0.69
64,,14,,,,,1.66
64,,15,,,,,3.84
64,,16,,,,,0.89
64,,17,,,,,3.04
64,,18,,,,,0.07
64,,19,,,,,3.16
64,,20,,,,,1.52
64,,21,,,,,3.67
64,,22,,,,,1.42
64,,23,,,,,0.81
64,,24,,,,,4.51
64,,25,,,,,2.17
64,,26,,,,,4.35
64,,27,,,,,0.76
64,,28,,,,,0.64
64,,29,,,,,4.83
64,,30,,,,,3
64,,31,,,,,2.07
64,,32,,,,,4.51
64,,33,,,,,2.48
64,,34,,,,,4.72
64,,35,,,,,4.99
64,,36,0.62,,6.93,3.03,0.49
65,,0,,,,,1.27
65,,1,,,,,2.48
65,,2,,,,,3.41
65,,3,,,,,1.33
65,,4,,,,,2.95
65,,5,,,,,2.41
65,,6,,,,,2.56
65,,7,,,,,2.04
65,,8,,,,,3.85
65,,9,,,,,2.32
65,,10,,,,,2.48
65,,11,,,,,2.4
65,,12,,,,,3.25
65,,13,,,,,3.13
65,,14,,,,,1.78
65,,15,,,,,2.32
65,,16,,,,,4.88
65,,17,,,,,2.28
65,,18,,,,,3.22
65,,19,,,,,2.52
65,,20,,,,,4.68
65,,21,,,,,0.55
65,,22,,,,,2.52
65,,23,,,,,4.32
65,,24,,,,,0.37
65,,25,,,,,3.73
65,,26,,,,,0.42
65,,27,,,,,0.34
65,,28,,,,,3.2
65,,29,,,,,3.23
65,,30,,,,,2.87
65,,31,,,,,1.81
65,,32,,,,,1.34
65,,33,,,,,1.88
65,,34,,,,,4.19
65,,35,,,,,0.97
65,,36,,,,,3.66
65,,37,,,,,4.72
65,,38,,,,,3.56
65,,39,,,,,4.62
65,,40,-9.88,,4.44,6.56,1.64
66,,0,,,,,4.34
66,,1,,,,,4.01
66,,2,,,,,1.26
66,,3,,,,,4.17
66,,4,,,,,2.59
66,,5,,,,,2.39
66,,6,,,,,0.32
66,,7,,,,,1.41
66,,8,,,,,4.21
66,,9,,,,,1.15
66,,10,,,,,4.31
66,,11,,,,,1.39
66,,12,,,,,3.04
66,,13,,,,,1.94
66,,14,,,,,0.03
66,,15,,,,,1.19
66,,16,,,,,2.2
66,,17,,,,,3.7
66,,18,,,,,3.73
66,,19,,,,,1.12
66,,20,,,,,1.51
66,,21,,,,,0.12
66,,22,,,,,0.92
66,,23,,,,,4.62
66,,24,,,,,3.73
66,,25,,,,,3.78
66,,26,,,,,2.98
66,,27,,,,,1.41
66,,28,,,,,3.67
66,,29,,,,,2.3
66,,30,,,,,1.83
66,,31,,,,,0.55
66,,32,,,,,1
66,,33,,,,,3.19
66,,34,,,,,2.12
66,,35,,,,,0.4
66,,36,,,,,3.87
66,,37,-6.84,,2.6,5.41,4.59
67,,0,,,,,2.82
67,,1,,,,,0.33
67,,2,,,,,0.03
67,,3,,,,,0.38
67,,4,,,,,1.1
67,,5,,,,,1.61
67,,6,,,,,4.43
67,,7,,,,,2.67
67,,8,,,,,1.16
67,,9,,,,,2.04
67,,10,,,,,3.29
67,,11,,,,,4
67,,12,,,,,1.1
67,,13,,,,,3.19
67,,14,,,,,3.31
67,,15,,,,,2.62
67,,16,,,,,4.72
67,,17,,,,,0.97
67,,18,,,,,1.94
67,,19,,,,,4.73
67,,20,,,,,4.07
67,,21,,,,,2.88
67,,22,,,,,0.64
67,,23,,,,,1.15
67,,24,,,,,0.08
67,,25,,,,,1.82
67,,26,,,,,1.14
67,,27,,,,,1.91
67,,28,,,,,2.44
67,,29,,,,,2.94
67,,30,,,,,2.09
67,,31,,,,,0.26
67,,32,,,,,2.48
67,,33,,,,,3.15
67,,34,,,,,0.36
67,,35,,,,,4.4
67,,36,,,,,2.57
67,,37,-9.8,,6.01,5.81,3.86
68,,0,,,,,2.32
68,,1,,,,,2.95
68,,2,,,,,0.76
68,,3,,,,,3.43
68,,4,,,,,2.14
68,,5,,,,,3.11
68,,6,,,,,3.29
68,,7,,,,,3.27
68,,8,,,,,0.93
68,,9,,,,,1.92
68,,10,,,,,0.59
68,,11,,,,,3.22
68,,12,,,,,2.62
68,,13,,,,,4.23
68,,14,,,,,1.64
68,,15,,,,,0.41
68,,16,,,,,2.26
68,,17,,,,,0.08
68,,18,,,,,1.93
68,,19,,,,,1.36
68,,20,,,,,0.72
68,,21,,,,,1.14
68,,22,,,,,3.29
68,,23,,,,,1.05
68,,24,,,,,4.32
68,,25,,,,,0.07
68,,26,,,,,4.26
68,,27,,,,,2.08
68,,28,,,,,0.18
68,,29,,,,,2.04
68,,30,,,,,2.64
68,,31,,,,,0.97
68,,32,,,,,2.03
68,,33,,,,,2.97
68,,34,,,,,4.31
68,,35,,,,,1.84
68,,36,,,,,0.72
68,,37,5.09,,1.4,4.8,3.47
69,,0,,,,,0.7
69,,1,,,,,0.34
69,,2,,,,,2.53
69,,3,,,,,1.84
69,,4,,,,,0.85
69,,5,,,,,0.94
69,,6,,,,,0.75
69,,7,,,,,0.79
69,,8,,,,,1.06
69,,9,,,,,2.69
69,,10,,,,,1.85
69,,11,,,,,3.1
69,,12,,,,,0.26
69,,13,,,,,1.83
69,,14,,,,,1.04
69,,15,,,,,2.15
69,,16,,,,,4.35
69,,17,,,,,0.23
69,,18,,,,,1.53
69,,19,,,,,4.53
69,,20,,,,,2.5
69,,21,,,,,4.54
69,,22,,,,,3.09
69,,23,,,,,2.49
69,,24,,,,,0.01
69,,25,,,,,3.53
69,,26,,,,,2.54
69,,27,,,,,0.61
69,,28,,,,,0.05
69,,29,,,,,2.42
69,,30,,,,,3.7
69,,31,,,,,2.96
69,,32,,,,,3.66
69,,33,,,,,4.5
69,,34,-2.45,,4.58,4.97,1.37
70,,0,,,,,4.55
70,,1,,,,,0.02
70,,2,,,,,1.46
70,,3,,,,,1.75
70,,4,,,,,1.99
70,,5,,,,,0.97
70,,6,,,,,0.88
70,,7,,,,,3.84
70,,8,,,,,4.05
70,,9,,,,,4.36
70,,10,,,,,2.39
70,,11,,,,,4.82
70,,12,,,,,1.71
70,,13,,,,,2.89
70,,14,,,,,4.26
70,,15,,,,,4.77
70,,16,,,,,1.21
70,,17,,,,,2.83
70,,18,,,,,4.94
70,,19,,,,,2.17
70,,20,,,,,0.99
70,,21,,,,,4.65
70,,22,,,,,3.02
70,,23,,,,,1.55
70,,24,,,,,2.62
70,,25,,,,,0.15
70,,26,,,,,0.12
70,,27,,,,,3.44
70,,28,,,,,0.82
70,,29,,,,,4.31
70,,30,,,,,4.48
70,,31,,,,,0.92
70,,32,,,,,4.44
70,,33,,,,,1.41
70,,34,,,,,1.71
70,,35,,,,,4.15
70,,36,,,,,2.49
70,,37,,,,,1.24
70,,38,,,,,2.53
70,,39,5.56,,0.59,0.85,1.17
71,,0,,,,,1.71
71,,1,,,,,1.33
71,,2,,,,,0.4
71,,3,,,,,1.26
71,,4,,,,,0.75
71,,5,,,,,4.72
71,,6,,,,,1.88
71,,7,,,,,2
71,,8,,,,,4.25
71,,9,,,,,3.17
71,,10,,,,,2.52
71,,11,,,,,0.66
71,,12,,,,,0.7
71,,13,,,,,1.17
71,,14,,,,,1.24
71,,15,,,,,1.91
71,,16,,,,,1
71,,17,,,,,3.04
71,,18,,,,,4.58
71,,19,,,,,2.83
71,,20,,,,,1.13
71,,21,,,,,0.57
71,,22,,,,,2.81
71,,23,,,,,4.63
71,,24,,,,,2.83
71,,25,,,,,2.48
71,,26,,,,,2.5
71,,27,,,,,0.82
71,,28,,,,,0.82
71,,29,,,,,2.49
71,,30,,,,,1.36
71,,31,,,,,0.29
71,,32,,,,,2.08
71,,33,,,,,0.34
71,,34,,,,,4.89
71,,35,,,,,3.25
71,,36,,,,,1.7
71,,37,7.23,,9.38,9.77,4.59
72,,0,,,,,3.05
72,,1,,,,,0.38
72,,2,,,,,0.76
72,,3,,,,,1.66
72,,4,,,,,2.91
72,,5,,,,,1.48
72,,6,,,,,1.6
72,,7,,,,,0.34
72,,8,,,,,1.02
72,,9,,,,,4.48
72,,10,,,,,2.4
72,,11,,,,,4.75
72,,12,,,,,3.34
72,,13,,,,,0.79
72,,14,,,,,0.68
72,,15,,,,,0.93
72,,16,,,,,2.43
72,,17,,,,,4.21
72,,18,,,,,0.33
72,,19,,,,,4.06
72,,20,,,,,2.22
72,,21,,,,,1.67
72,,22,,,,,2.89
72,,23,,,,,3.49
72,,24,,,,,3.22
72,,25,,,,,2.95
72,,26,,,,,3.5
72,,27,,,,,2.8
72,,28,,,,,2.36
72,,29,,,,,4.44
72,,30,,,,,4.27
72,,31,,,,,3
72,,32,,,,,3.26
72,,33,,,,,3.13
72,,34,,,,,3.45
72,,35,,,,,4.58
72,,36,,,,,0.69
72,,37,,,,,2.55
72,,38,,,,,1.92
72,,39,7.62,,4.65,6.25,0.58
73,,0,,,,,2.32
73,,1,,,,,2.14
73,,2,,,,,1.12
73,,3,,,,,0.56
73,,4,,,,,3.91
73,,5,,,,,3
73,,6,,,,,1.74
73,,7,,,,,2.9
73,,8,,,,,4.72
73,,9,,,,,0.45
73,,10,,,,,3.44
73,,11,,,,,0.12
73,,12,,,,,4.19
73,,13,,,,,0.64
73,,14,,,,,0.8
73,,15,,,,,3.57
73,,16,,,,,0.73
73,,17,,,,,0.36
73,,18,,,,,4.03
73,,19,,,,,2.26
73,,20,,,,,2.58
73,,21,,,,,4.14
73,,22,,,,,2.51
73,,23,,,,,1.72
73,,24,,,,,4.51
73,,25,,,,,1.33
73,,26,,,,,3.18
73,,27,,,,,3.52
73,,28,,,,,4.95
73,,29,,,,,3.57
73,,30,,,,,0.07
73,,31,,,,,4.03
73,,32,,,,,0.45
73,,33,,,,,0.11
73,,34,,,,,2.06
73,,35,,,,,2.37
73,,36,,,,,1.45
73,,37,,,,,3.04
73,,38,-1.35,,6.23,5.05,2.57
74,,0,,,,,1.26
74,,1,,,,,4.54
74,,2,,,,,0.99
74,,3,,,,,2.42
74,,4,,,,,3.47
74,,5,,,,,4.24
74,,6,,,,,1.8
74,,7,,,,,3.85
74,,8,,,,,4.7
74,,9,,,,,1.52
74,,10,,,,,0.15
74,,11,,,,,4.13
74,,12,,,,,2.17
74,,13,,,,,0.81
74,,14,,,,,1.44
74,,15,,,,,2.67
74,,16,,,,,3.96
74,,17,,,,,4.46
74,,18,,,,,1.91
74,,19,,,,,2.03
74,,20,,,,,3.67
74,,21,,,,,4.68
74,,22,,,,,0.52
74,,23,,,,,0.54
74,,24,,,,,2.78
74,,25,,,,,3.55
74,,26,,,,,3.54
74,,27,,,,,3.09
74,,28,,,,,4.28
74,,29,,,,,1.09
74,,30,,,,,0.45
74,,31,,,,,1.6
74,,32,,,,,1.21
74,,33,,,,,3.4
74,,34,,,,,4.33
74,,35,,,,,3.11
74,,36,,,,,4.84
74,,37,,,,,4.61
74,,38,,,,,4.8
74,,39,-21.99,,5.17,0.08,0.27
75,,0,,,,,2.93
75,,1,,,,,2.69
75,,2,,,,,3.31
75,,3,,,,,0.13
75,,4,,,,,0.41
75,,5,,,,,1.88
75,,6,,,,,1.9
75,,7,,,,,2.16
75,,8,,,,,1.38
75,,9,,,,,1.9
75,,10,,,,,3.73
75,,11,,,,,0.63
75,,12,,,,,1.89
75,,13,,,,,4.3
75,,14,,,,,2.77
75,,15,,,,,3.9
75,,16,,,,,0.44
75,,17,,,,,1.61
75,,18,,,,,2.33
75,,19,,,,,0.6
75,,20,,,,,3.35
75,,21,,,,,1.06
75,,22,,,,,3.73
75,,23,,,,,1.78
75,,24,,,,,2.04
75,,25,,,,,3.57
75,,26,,,,,0.15
75,,27,,,,,3.22
75,,28,,,,,1.68
75,,29,,,,,2.6
75,,30,,,,,3.22
75,,31,,,,,1.64
75,,32,,,,,4
75,,33,,,,,4.36
75,,34,,,,,1.22
75,,35,,,,,3.66
75,,36,,,,,0.5
75,,37,,,,,4.52
75,,38,-5.39,,8,6.6,4.5
76,,0,,,,,1.06
76,,1,,,,,1.96
76,,2,,,,,3.45
76,,3,,,,,2.04
76,,4,,,,,1.86
76,,5,,,,,4.54
76,,6,,,,,2.24
76,,7,,,,,2.16
76,,8,,,,,2.14
76,,9,,,,,2.44
76,,10,,,,,1.54
76,,11,,,,,3.4
76,,12,,,,,0.4
76,,13,,,,,0.39
76,,14,,,,,1.17
76,,15,,,,,1.65
76,,16,,,,,2.32
76,,17,,,,,2.19
76,,18,,,,,4.95
76,,19,,,,,2.4
76,,20,,,,,4.29
76,,21,,,,,2.85
76,,22,,,,,4.82
76,,23,,,,,3.79
76,,24,,,,,4.34
76,,25,,,,,2.24
76,,26,,,,,4.09
76,,27,,,,,4.96
76,,28,,,,,1.98
76,,29,,,,,0.2
76,,30,,,,,1.5
76,,31,,,,,0.77
76,,32,,,,,3.83
76,,33,,,,,3.63
76,,34,,,,,2.86
76,,35,,,,,0.6
76,,36,6.99,,1.19,9.15,4.33
77,,0,,,,,4.1
77,,1,,,,,1.09
77,,2,,,,,0.33
77,,3,,,,,1.95
77,,4,,,,,4.04
77,,5,,,,,3.8
77,,6,,,,,3.66
77,,7,,,,,3.85
77,,8,,,,,4.46
77,,9,,,,,0.14
77,,10,,,,,1.9
77,,11,,,,,4.24
77,,12,,,,,2.21
77,,13,,,,,4.97
77,,14,,,,,4.27
77,,15,,,,,4.9
77,,16,,,,,0.12
77,,17,,,,,0.98
77,,18,,,,,4.62
77,,19,,,,,4.93
77,,20,,,,,0.64
77,,21,,,,,0.48
77,,22,,,,,4.35
77,,23,,,,,3.63
77,,24,,,,,3.61
77,,25,,,,,0.1
77,,26,,,,,3.3
77,,27,,,,,4.37
77,,28,,,,,2.53
77,,29,,,,,2.35
77,,30,,,,,1.55
77,,31,,,,,4.98
77,,32,,,,,2.19
77,,33,,,,,4.85
77,,34,,,,,1.69
77,,35,,,,,1.06
77,,36,,,,,0.05
77,,37,,,,,2.25
77,,38,7.54,,1.56,3.53,1.6
78,,0,,,,,2.24
78,,1,,,,,4.07
78,,2,,,,,2.42
78,,3,,,,,3.96
78,,4,,,,,1.9
78,,5,,,,,0.13
78,,6,,,,,0.69
78,,7,,,,,0.26
78,,8,,,,,1.59
78,,9,,,,,4.77
78,,10,,,,,1.28
78,,11,,,,,2.91
78,,12,,,,,1.4
78,,13,,,,,4.3
78,,14,,,,,2.15
78,,15,,,,,3.18
78,,16,,,,,2.42
78,,17,,,,,0.19
78,,18,,,,,4.5
78,,19,,,,,1.47
78,,20,,,,,1.17
78,,21,,,,,2.66
78,,22,,,,,4.09
78,,23,,,,,1.46
78,,24,,,,,1.65
78,,25,,,,,4.59
78,,26,,,,,4.57
78,,27,,,,,2.19
78,,28,,,,,4
78,,29,,,,,4.96
78,,30,,,,,3.53
78,,31,,,,,3.84
78,,32,,,,,0.76
78,,33,,,,,2.86
78,,34,,,,,2.9
78,,35,,,,,4.01
78,,36,,,,,0.46
78,,37,,,,,3.2
78,,38,,,,,2.94
78,,39,,,,,4.94
78,,40,,,,,4.82
78,,41,,,,,0.22
78,,42,0.25,,4.89,0.51,1.92
79,,0,,,,,4.02
79,,1,,,,,1.64
79,,2,,,,,4.66
79,,3,,,,,2.77
79,,4,,,,,4.02
79,,5,,,,,2.84
79,,6,,,,,1.04
79,,7,,,,,3.74
79,,8,,,,,1.41
79,,9,,,,,1.53
79,,10,,,,,3.12
79,,11,,,,,2.12
79,,12,,,,,2.74
79,,13,,,,,3.32
79,,14,,,,,0.45
79,,15,,,,,2.05
79,,16,,,,,4.61
79,,17,,,,,0.4
79,,18,,,,,1.28
79,,19,,,,,2.96
79,,20,,,,,1.57
79,,21,,,,,0.64
79,,22,,,,,0.05
79,,23,,,,,4
79,,24,,,,,0.21
79,,25,,,,,2.57
79,,26,,,,,2.77
79,,27,,,,,1.25
79,,28,,,,,2.15
79,,29,,,,,0.52
79,,30,,,,,3.27
79,,31,,,,,2.37
79,,32,,,,,1.28
79,,33,,,,,3.47
